Campaign_ID,Campaign_Name,Channel,Region,Start_Date,End_Date,Impressions,Clicks,Conversions,Spend,Revenue,Device,Age_Group
CMP05725,Back To School,Face Book,North,09-05-2024,31-05-2024,170885,12040,2106,10630.30,13202.39,Desktop,35-44
CMP06769,Festive Offer,Google Ads,North,08-12-2024,15-12-2024,5062,210,41,9596.42,13203.68,Mobile,35-44
CMP14164,Diwali Blast,Facebook,West,25-12-2024,27-01-2025,211488,15150,1725,5993.62,13203.81,mobile ,55+
CMP14550,Festive Offer,Facebook,North,06-06-2024,07-08-2024,213291,6740,1283,7380.06,13204.00,Desktop,25-34
CMP05056,Black Friday,Facebook,North,30-09-2024,13-10-2024,163985,5015,165,8218.77,13204.37,Unknown,55+
CMP23304,Black Friday,Google Ads,East,10-11-2024,17-10-2024,98933,2819,357,15592.36,13206.46,mobile ,45-54
CMP26511,Black Friday,Google Ads,West,17-06-2024,07-11-2024,218328,12807,1419,15404.27,13208.19,Tablet,55+
CMP21322,Black Friday,Face Book,North,13-04-2024,12-05-2024,245569,14271,2458,11055.21,13208.27,Desktop,45-54
CMP18949,Back To School,Google Ads,North,02-07-2024,08-08-2024,27867,1441,87,2751.11,13210.91,Tablet,25-34
CMP10968,Back To School,Google Ads,East,12-05-2024,19-06-2024,201826,8949,1751,3851.17,13212.75,mobile ,35-44
CMP29888,Festive Offer,Google Ads,North,17-11-2024,24-12-2024,173018,3303,284,4875.71,13213.21,Desktop,18-24
CMP01822,Summer Sale,Email,East,12-05-2024,20-05-2024,267206,11507,1393,11063.00,13215.88,Tablet,25-34
CMP01863,New Year,Instagram,North,07-09-2024,22-07-2024,236010,11753,878,5323.13,13217.22,Desktop,35-44
CMP01211,Festive Offer,Google Ads,North,03-11-2024,26-03-2024,288639,20366,955,6902.63,13226.30,Unknown,55+
CMP20134,Black Friday,Google Ads,East,11-06-2024,07-09-2024,213721,15310,1667,4616.68,13230.66,mobile ,25-34
CMP27485,Black Friday,Instagram,North,10-08-2024,23-10-2024,180171,14142,2752,14779.98,13231.94,Mobile,35-44
CMP03031,Black Friday,Google Ads,East,03-05-2024,14-04-2024,174573,8694,1410,4392.94,13236.08,Unknown,18-24
CMP27975,New Year,Google Ads,South,18-12-2024,04-01-2025,169010,6407,1112,3121.92,13242.32,Tablet,55+
CMP00092,Summer Sale,Google Ads,South,11-09-2024,16-09-2024,58167,3565,315,4009.50,13243.02,Unknown,25-34
CMP16705,Summer Sale,,North,08-08-2024,09-12-2024,19320,1334,222,4796.60,13243.22,Tablet,45-54
CMP25053,Back To School,Linkedin,North,24-11-2024,05-12-2024,198940,5053,617,3431.66,13243.73,Unknown,35-44
CMP15975,Black Friday,Youtube,North,16-02-2024,21-03-2024,210039,10302,1435,7609.86,13248.70,Tablet,25-34
CMP28562,Diwali Blast,Instagram,North,26-03-2024,04-11-2024,294138,2976,222,7012.91,13249.69,Tablet,18-24
CMP21204,Back To School,Instagram,West,01-07-2024,07-06-2024,111225,6924,891,4304.65,13249.83,mobile ,35-44
CMP05619,Black Friday,Facebook,North,17-02-2024,18-03-2024,263869,12844,495,14164.95,13251.29,Mobile,25-34
CMP10378,New Year,Google Ads,West,18-07-2024,20-08-2024,267008,7799,434,3670.07,13267.81,Desktop,35-44
CMP03818,Back To School,Youtube,East,04-02-2024,05-03-2024,194755,6869,365,14304.66,13270.50,mobile ,55+
CMP19037,Summer Sale,Linkedin,North,27-12-2024,18-01-2025,20724,822,71,6836.32,13272.87,Tablet,18-24
CMP12300,New Year,Google Ads,North,22-08-2024,09-11-2024,145700,10421,1490,6575.62,13288.19,Mobile,35-44
CMP08662,Diwali Blast,Linkedin,West,12-08-2024,26-08-2024,69713,2318,461,2661.42,13289.06,Unknown,18-24
CMP18467,Black Friday,Google Ads,North,21-08-2024,09-11-2024,168047,5777,1138,2822.78,13290.14,Unknown,18-24
CMP28314,Black Friday,,South,04-01-2024,05-04-2024,189327,13092,1806,3967.20,13292.46,Unknown,45-54
CMP14892,Diwali Blast,Google Ads,West,21-07-2024,08-08-2024,41352,2461,357,9838.21,13294.11,mobile ,55+
CMP17896,Festive Offer,Google Ads,North,08-03-2024,15-08-2024,277051,11006,1097,9398.87,13296.39,mobile ,25-34
CMP05824,New Year,Face Book,East,07-10-2024,29-07-2024,56923,3484,416,9916.64,13301.75,mobile ,25-34
CMP12839,Festive Offer,Facebook,West,08-01-2024,20-08-2024,292036,16454,2374,3617.47,13303.58,Unknown,55+
CMP21084,Back To School,Face Book,West,08-05-2024,20-08-2024,197448,11745,913,3157.22,13307.26,Mobile,25-34
CMP21389,Diwali Blast,Youtube,North,16-11-2024,12-12-2024,92637,1809,151,6805.87,13308.70,Mobile,35-44
CMP03064,Summer Sale,Facebook,North,03-03-2024,27-03-2024,138767,3416,126,5194.78,13310.04,Desktop,18-24
CMP18104,New Year,Linkedin,North,15-07-2024,31-07-2024,234751,11250,1719,11387.90,13311.00,Mobile,35-44
CMP08568,Back To School,Facebook,North,09-06-2024,28-09-2024,98071,1683,249,3637.86,13312.31,Unknown,55+
CMP10821,Diwali Blast,Linkedin,North,19-11-2024,23-12-2024,272473,5601,676,12613.24,13312.58,Tablet,45-54
CMP21069,New Year,Face Book,North,09-02-2024,09-10-2024,243087,11974,2079,7220.96,13319.43,Desktop,25-34
CMP06194,Black Friday,Google Ads,West,11-12-2024,18-12-2024,82562,4161,85,14698.67,13320.17,mobile ,35-44
CMP12110,New Year,Google Ads,North,07-11-2024,14-11-2024,182409,2234,314,6659.25,13320.98,Desktop,45-54
CMP23326,Black Friday,Linkedin,East,13-10-2024,23-10-2024,216624,3861,684,13583.12,13321.06,Unknown,55+
CMP20744,Diwali Blast,Email,East,16-01-2024,13-02-2024,199356,5779,620,3376.54,13321.60,Unknown,25-34
CMP02677,New Year,Instagram,Unknown,17-11-2024,12-06-2024,125348,2784,450,4490.23,13321.97,Desktop,25-34
CMP18544,Festive Offer,Face Book,Unknown,01-06-2024,02-08-2024,254486,13854,1744,15111.65,13323.21,Unknown,25-34
CMP26688,Black Friday,Youtube,West,27-09-2024,11-01-2024,220418,2944,67,10811.75,13324.91,Tablet,25-34
CMP19266,Back To School,Face Book,West,12-11-2024,05-01-2025,142303,6619,333,16231.60,13326.10,Desktop,45-54
CMP08097,Summer Sale,Youtube,South,02-03-2024,31-03-2024,136578,7144,250,8722.99,13328.30,mobile ,45-54
CMP28561,New Year,Email,North,15-02-2024,03-10-2024,69027,3073,93,4937.37,13330.89,Unknown,25-34
CMP20844,Back To School,Google Ads,South,31-01-2024,20-02-2024,134781,7071,288,15679.85,13333.28,Unknown,18-24
CMP01849,Back To School,Facebook,West,08-03-2024,04-09-2024,12120,338,66,5325.83,13334.58,Mobile,18-24
CMP25036,Summer Sale,Facebook,East,30-04-2024,05-12-2024,140742,8706,1245,3106.01,13339.40,Desktop,45-54
CMP22668,Summer Sale,Google Ads,South,04-12-2024,15-05-2024,108805,7729,545,12314.63,13340.78,Mobile,25-34
CMP21076,New Year,Facebook,West,13-03-2024,04-07-2024,120061,1476,226,4245.39,13343.65,Desktop,45-54
CMP14207,Back To School,,East,10-09-2024,16-10-2024,74653,4144,371,2890.48,13346.15,Desktop,18-24
CMP21241,Summer Sale,Face Book,East,30-07-2024,09-08-2024,67299,4209,772,12507.02,13347.64,Tablet,18-24
CMP14833,Back To School,Facebook,South,08-07-2024,09-06-2024,178912,14056,765,4734.05,13351.47,Unknown,25-34
CMP08236,Back To School,Email,East,07-06-2024,29-06-2024,148153,6353,1081,9733.00,13352.82,Mobile,45-54
CMP13398,Diwali Blast,Google Ads,North,08-04-2024,09-01-2024,214753,11579,1178,10600.65,13353.01,Desktop,55+
CMP20978,Back To School,Facebook,North,24-04-2024,05-09-2024,145161,5969,774,4926.82,13353.73,Tablet,18-24
CMP27495,Black Friday,Linkedin,North,14-10-2024,21-11-2024,214780,9512,739,4028.01,13354.50,Mobile,45-54
CMP10612,Back To School,Face Book,North,06-02-2024,11-07-2024,95423,2147,321,5420.04,13357.03,Tablet,35-44
CMP19217,Diwali Blast,Google Ads,West,06-02-2024,19-06-2024,113206,6142,1001,3533.44,13361.43,mobile ,25-34
CMP08537,Festive Offer,Instagram,East,08-04-2024,19-08-2024,274895,7211,187,4718.29,13362.34,Mobile,25-34
CMP05334,New Year,Linkedin,South,12-12-2024,09-01-2025,131257,5103,731,13138.32,13364.61,Unknown,55+
CMP04129,Back To School,Face Book,West,14-11-2024,24-12-2024,200459,3559,395,13358.43,13368.71,Tablet,35-44
CMP10745,Festive Offer,Linkedin,North,23-01-2024,02-04-2024,83706,4907,117,14205.38,13371.01,Mobile,35-44
CMP08744,New Year,Youtube,West,25-03-2024,28-04-2024,258881,11605,989,4708.88,13373.64,Tablet,25-34
CMP28288,New Year,Instagram,North,18-01-2024,24-01-2024,47773,2041,202,7673.35,13373.75,Tablet,18-24
CMP27152,New Year,Google Ads,South,13-11-2024,22-11-2024,10532,324,54,4128.36,13375.40,Unknown,18-24
CMP12181,Back To School,Youtube,West,09-07-2024,31-07-2024,229074,13739,2271,11384.62,13376.91,Unknown,55+
CMP12246,Festive Offer,Youtube,East,20-06-2024,07-02-2024,211396,5857,1004,2801.29,13378.07,Mobile,45-54
CMP29483,Black Friday,Youtube,Unknown,25-10-2024,11-10-2024,68537,3789,104,14114.34,13386.20,mobile ,25-34
CMP23524,Back To School,Google Ads,West,07-11-2024,08-03-2024,43775,3385,615,3881.92,13388.68,Tablet,18-24
CMP18244,Diwali Blast,Email,West,26-05-2024,07-01-2024,102503,5609,516,13867.43,13396.54,mobile ,25-34
CMP07842,Diwali Blast,Instagram,North,20-02-2024,08-03-2024,276513,6772,609,3037.60,13396.76,Unknown,18-24
CMP16003,Diwali Blast,Google Ads,North,13-06-2024,05-07-2024,144262,5541,255,2799.61,13402.71,mobile ,45-54
CMP29319,Diwali Blast,,North,29-11-2024,15-12-2024,60589,4716,156,9736.25,13405.82,Unknown,55+
CMP11212,Diwali Blast,Youtube,East,13-02-2024,22-03-2024,164960,4319,844,14656.03,13408.73,Desktop,18-24
CMP19782,New Year,Facebook,East,01-03-2024,03-07-2024,96918,6762,310,6912.81,13411.25,Desktop,45-54
CMP09139,Diwali Blast,Email,West,29-01-2024,02-05-2024,266481,6170,797,6448.56,13414.06,Desktop,35-44
CMP19263,Festive Offer,Facebook,North,02-06-2024,06-11-2024,186979,9121,343,9060.89,13414.83,Mobile,55+
CMP16828,New Year,,East,30-05-2024,23-06-2024,106999,7793,1303,5338.57,13415.74,mobile ,45-54
CMP15761,Diwali Blast,Google Ads,North,18-12-2024,01-07-2025,95058,2521,57,7736.10,13417.03,Mobile,18-24
CMP09921,Festive Offer,Instagram,West,13-04-2024,22-05-2024,143911,9300,1347,9326.05,13417.21,Unknown,55+
CMP07258,Diwali Blast,Youtube,West,23-04-2024,05-08-2024,277883,8333,606,4570.86,13418.18,Tablet,25-34
CMP25711,Festive Offer,Youtube,North,25-03-2024,07-04-2024,113321,8849,1410,3425.00,13420.07,Desktop,18-24
CMP20666,Diwali Blast,Google Ads,West,20-02-2024,24-03-2024,190784,5171,569,2852.18,13420.08,Mobile,25-34
CMP07680,New Year,Instagram,South,14-08-2024,17-09-2024,264795,20747,3507,15584.24,13421.69,mobile ,55+
CMP27467,Summer Sale,Email,North,19-11-2024,28-12-2024,87635,2273,99,4057.15,13422.70,Mobile,55+
CMP09689,Summer Sale,Facebook,North,12-03-2024,28-12-2024,227066,14680,452,4128.31,13426.15,Tablet,18-24
CMP09935,Summer Sale,Face Book,West,23-10-2024,27-11-2024,126017,9894,1745,15518.05,13428.49,mobile ,45-54
CMP13222,New Year,Email,South,19-06-2024,07-12-2024,73988,1015,131,6233.59,13429.62,Desktop,35-44
CMP11752,Festive Offer,Face Book,North,27-01-2024,18-02-2024,115185,5942,1058,3434.70,13430.07,Mobile,35-44
CMP29833,Festive Offer,Google Ads,West,16-04-2024,05-03-2024,37678,557,94,7748.12,13432.48,Desktop,25-34
CMP27168,Summer Sale,Face Book,East,22-05-2024,29-06-2024,131988,4084,570,6635.71,13435.02,Mobile,45-54
CMP12867,New Year,Google Ads,North,23-03-2024,18-04-2024,255368,17941,1021,5621.46,13436.33,Desktop,18-24
CMP14954,Summer Sale,Google Ads,North,12-09-2024,14-12-2024,58189,3389,534,3613.87,13436.85,Mobile,45-54
CMP29178,Back To School,Email,North,11-05-2024,18-11-2024,250317,15133,2550,3109.02,13441.89,Tablet,18-24
CMP10078,Diwali Blast,Email,Unknown,21-05-2024,22-06-2024,126493,1519,121,13694.79,13450.24,Mobile,18-24
CMP27997,Diwali Blast,Instagram,North,07-02-2024,08-01-2024,244261,15509,690,10636.69,13450.90,Unknown,35-44
CMP15159,Festive Offer,Google Ads,South,10-05-2024,06-09-2024,150990,4344,114,7140.72,13451.72,Mobile,45-54
CMP27759,Black Friday,Google Ads,South,30-03-2024,16-04-2024,107841,6950,955,8754.02,13452.11,Mobile,25-34
CMP10595,Black Friday,Google Ads,West,23-10-2024,11-11-2024,134180,10654,622,6962.18,13452.88,Mobile,35-44
CMP17004,Summer Sale,Google Ads,South,29-08-2024,25-09-2024,120228,7479,1336,10991.32,13456.01,Tablet,18-24
CMP01934,Diwali Blast,Google Ads,West,20-12-2024,01-10-2025,119112,6831,1020,4258.54,13457.59,Desktop,35-44
CMP01513,New Year,Google Ads,East,04-12-2024,05-10-2024,196001,15508,1257,15612.75,13457.62,Unknown,35-44
CMP21733,Black Friday,Linkedin,South,09-06-2024,07-05-2024,51158,2352,374,3009.59,13462.02,Unknown,25-34
CMP20231,Festive Offer,Facebook,East,07-01-2024,07-07-2024,12677,224,7,6887.52,13463.40,Desktop,55+
CMP02013,Festive Offer,Linkedin,North,05-01-2024,05-09-2024,120351,4900,195,3636.03,13464.03,mobile ,25-34
CMP20704,New Year,Google Ads,North,14-08-2024,27-08-2024,147630,7429,1461,4404.26,13466.32,mobile ,45-54
CMP05330,New Year,Google Ads,South,11-12-2024,17-01-2025,76610,3999,571,5063.45,13466.60,Unknown,18-24
CMP14911,Back To School,Facebook,South,18-04-2024,14-05-2024,212524,16230,1601,13083.87,13467.97,mobile ,35-44
CMP21434,Festive Offer,Facebook,East,08-11-2024,02-09-2024,112693,6796,737,14685.98,13470.78,Mobile,35-44
CMP07769,Black Friday,Youtube,East,06-01-2024,16-06-2024,68879,5048,344,4127.73,13473.56,Unknown,35-44
CMP08138,Back To School,Email,West,11-02-2024,12-11-2024,140719,6534,973,14514.08,13473.68,Mobile,55+
CMP24919,Black Friday,Linkedin,South,20-09-2024,24-10-2024,36636,2259,404,3326.59,13474.47,Desktop,35-44
CMP24246,Black Friday,Google Ads,West,25-08-2024,31-08-2024,54932,1722,286,16190.37,13476.58,Desktop,55+
CMP27067,Diwali Blast,Email,North,01-10-2024,16-01-2024,96282,4111,288,4713.03,13477.98,Unknown,55+
CMP01036,New Year,Google Ads,North,16-11-2024,16-12-2024,215876,3424,627,13001.56,13478.50,Tablet,25-34
CMP26545,Diwali Blast,Google Ads,North,12-01-2024,02-11-2024,248741,11268,1908,5421.26,13483.11,mobile ,45-54
CMP11175,Black Friday,Youtube,North,18-03-2024,26-04-2024,200340,8844,1748,4319.67,13498.63,Mobile,45-54
CMP29248,New Year,Google Ads,Unknown,02-12-2024,19-03-2024,227027,16192,1265,7899.09,13499.01,mobile ,45-54
CMP28556,Black Friday,Facebook,South,22-04-2024,23-05-2024,209089,12094,2415,6896.18,13504.97,Unknown,35-44
CMP04902,Back To School,Instagram,East,21-06-2024,24-07-2024,156949,6408,264,15006.26,13506.21,Tablet,18-24
CMP01450,Black Friday,Google Ads,North,07-02-2024,08-08-2024,126982,1736,165,6287.36,13507.44,mobile ,25-34
CMP03317,Black Friday,Linkedin,South,20-06-2024,24-07-2024,11182,255,20,7301.93,13508.43,Desktop,55+
CMP01457,Festive Offer,Linkedin,North,28-12-2024,30-01-2025,262941,7033,781,8944.01,13509.12,Desktop,55+
CMP11448,New Year,Facebook,East,21-05-2024,13-06-2024,50575,3150,128,4478.66,13512.23,Unknown,55+
CMP24440,Black Friday,Google Ads,Unknown,03-09-2024,18-09-2024,92057,7329,727,3268.79,13515.33,mobile ,18-24
CMP12005,Summer Sale,Email,North,14-10-2024,23-11-2024,190322,8690,1152,7945.77,13528.10,Unknown,35-44
CMP21861,New Year,Linkedin,North,11-12-2024,30-11-2024,147269,7556,212,4721.40,13531.12,Tablet,18-24
CMP24149,Diwali Blast,Facebook,West,19-07-2024,08-08-2024,107063,3000,82,4132.84,13536.08,Desktop,55+
CMP09464,Black Friday,Youtube,West,05-06-2024,13-07-2024,73066,3590,468,11336.89,13537.78,Tablet,18-24
CMP08611,Diwali Blast,Google Ads,West,19-04-2024,26-05-2024,81072,5460,497,9910.83,13542.11,Desktop,35-44
CMP24475,Summer Sale,Face Book,South,05-04-2024,05-02-2024,84566,4593,693,4366.13,13542.53,Mobile,55+
CMP08614,Black Friday,Facebook,North,31-01-2024,11-03-2024,57795,3265,258,9756.80,13548.63,Tablet,25-34
CMP02676,Black Friday,Youtube,North,02-01-2024,01-10-2024,140256,10050,834,7153.10,13548.78,Mobile,25-34
CMP29288,Diwali Blast,Email,East,27-02-2024,03-12-2024,84779,2219,216,10606.53,13549.49,mobile ,25-34
CMP19318,Diwali Blast,Facebook,South,08-02-2024,03-01-2024,9307,344,45,3314.54,13556.30,Tablet,25-34
CMP12392,Black Friday,Youtube,North,17-10-2024,23-10-2024,226119,17606,1781,7094.44,13557.50,Mobile,35-44
CMP20430,Diwali Blast,Face Book,Unknown,13-11-2024,18-11-2024,51507,3029,535,7790.92,13558.70,Tablet,45-54
CMP28202,Black Friday,Facebook,West,15-04-2024,23-04-2024,296309,11237,2152,3358.28,13559.49,mobile ,25-34
CMP06766,Black Friday,Google Ads,Unknown,18-12-2024,25-01-2025,188679,12802,2418,10247.98,13561.83,Mobile,35-44
CMP03335,Diwali Blast,Face Book,South,05-07-2024,07-10-2024,191896,4210,819,16884.85,13567.83,mobile ,18-24
CMP22568,New Year,Instagram,Unknown,25-08-2024,16-09-2024,31633,1994,152,7839.06,13570.05,Unknown,18-24
CMP08582,Back To School,Facebook,North,11-10-2024,17-11-2024,86141,2005,58,5726.83,13570.44,Tablet,35-44
CMP12921,Festive Offer,Email,North,31-03-2024,04-10-2024,208898,12634,2394,16064.33,13571.97,Unknown,45-54
CMP27747,Diwali Blast,Youtube,West,28-07-2024,08-11-2024,138898,10575,469,6333.99,13575.50,Mobile,35-44
CMP29412,New Year,Google Ads,East,14-10-2024,18-11-2024,147298,10401,280,8302.05,13577.40,mobile ,25-34
CMP29139,Black Friday,Linkedin,East,09-11-2024,23-11-2024,132246,9801,1074,3725.27,13580.03,Tablet,25-34
CMP05165,Festive Offer,Facebook,West,13-10-2024,25-10-2024,11476,202,11,3207.26,13583.54,mobile ,18-24
CMP18501,Back To School,Facebook,West,27-08-2024,03-10-2024,51563,771,58,6251.53,13586.00,Desktop,55+
CMP05855,Black Friday,Youtube,North,05-07-2024,26-05-2024,14446,1018,185,3638.47,13589.37,mobile ,45-54
CMP05712,Summer Sale,Instagram,North,04-04-2024,05-03-2024,126516,1816,62,6363.34,13591.10,Tablet,18-24
CMP11578,Summer Sale,Google Ads,East,17-07-2024,03-08-2024,217667,4757,233,3755.46,13591.73,Unknown,25-34
CMP21916,Black Friday,Youtube,South,03-05-2024,25-05-2024,181802,10770,1752,3704.62,13592.39,mobile ,18-24
CMP07980,Diwali Blast,Linkedin,North,13-11-2024,16-12-2024,87572,3509,72,6906.00,13595.19,Desktop,55+
CMP26742,Back To School,Facebook,North,30-05-2024,06-06-2024,21579,924,102,5497.15,13599.61,Unknown,25-34
CMP04186,Festive Offer,Google Ads,West,11-08-2024,13-11-2024,274661,10248,1322,3438.84,13603.57,Desktop,18-24
CMP00814,Black Friday,Facebook,East,22-11-2024,31-12-2024,178851,5638,353,12045.88,13608.92,Desktop,45-54
CMP17548,Back To School,Google Ads,North,08-12-2024,09-04-2024,141940,4300,754,4868.88,13608.97,Unknown,25-34
CMP17887,Diwali Blast,Google Ads,North,23-06-2024,07-08-2024,103499,6511,720,9369.16,13609.53,Tablet,18-24
CMP03286,Back To School,Google Ads,South,06-08-2024,07-07-2024,117814,8462,1196,12762.59,13611.20,Desktop,35-44
CMP05379,Summer Sale,Email,South,28-12-2024,14-01-2025,55914,3981,198,8298.81,13611.29,Unknown,45-54
CMP27102,Summer Sale,Email,West,20-01-2024,02-12-2024,288417,16339,3123,4392.45,13614.42,Desktop,45-54
CMP14522,Diwali Blast,Linkedin,East,19-12-2024,17-01-2025,250008,11708,737,3510.42,13616.03,Desktop,35-44
CMP07139,Festive Offer,Google Ads,West,19-05-2024,19-06-2024,97354,7787,645,6198.36,13617.76,Desktop,55+
CMP26041,Back To School,Facebook,East,10-06-2024,11-11-2024,234915,14413,787,6303.33,13617.97,Mobile,25-34
CMP11489,Summer Sale,Linkedin,North,21-11-2024,12-10-2024,268646,16288,2717,6525.01,13631.69,Desktop,18-24
CMP00782,Black Friday,Google Ads,West,26-05-2024,06-03-2024,239416,5417,219,11151.33,13632.85,Unknown,25-34
CMP04947,New Year,Google Ads,South,04-02-2024,05-06-2024,6858,326,44,4062.36,13632.92,Tablet,45-54
CMP04086,Summer Sale,Google Ads,West,15-02-2024,17-03-2024,158701,6518,636,6131.22,13633.03,mobile ,55+
CMP22595,Black Friday,Facebook,North,28-02-2024,07-04-2024,181889,13106,2099,4641.88,13635.18,Unknown,25-34
CMP21217,New Year,Facebook,South,09-12-2024,18-09-2024,231990,4093,228,11145.56,13640.60,Desktop,35-44
CMP09775,Summer Sale,Linkedin,North,20-04-2024,26-05-2024,184511,3979,364,4439.49,13642.49,mobile ,45-54
CMP11438,Summer Sale,Youtube,Unknown,13-06-2024,13-07-2024,45807,3324,550,3036.81,13644.51,Unknown,18-24
CMP23337,Festive Offer,Facebook,West,12-08-2024,01-09-2025,79641,3103,575,5695.43,13650.03,Tablet,25-34
CMP25194,New Year,Google Ads,North,21-09-2024,31-10-2024,82626,5562,755,4508.80,13653.50,Unknown,25-34
CMP00905,Festive Offer,Email,South,10-10-2024,14-11-2024,11477,160,22,3290.63,13654.52,mobile ,45-54
CMP02580,Back To School,Google Ads,North,02-04-2024,22-02-2024,126370,7274,1451,14341.85,13656.56,Tablet,25-34
CMP25149,Back To School,Instagram,East,10-11-2024,17-11-2024,201451,8365,503,5349.71,13658.58,Tablet,35-44
CMP10865,Festive Offer,Facebook,South,08-10-2024,14-11-2024,53177,1881,262,9684.70,13664.97,Unknown,35-44
CMP27514,New Year,Google Ads,North,23-08-2024,15-09-2024,249970,8822,1057,9304.58,13668.21,mobile ,25-34
CMP15153,Festive Offer,Face Book,West,25-01-2024,07-02-2024,167094,9870,1643,3325.21,13668.29,Mobile,25-34
CMP03632,New Year,Face Book,West,04-04-2024,18-04-2024,284624,10960,972,6836.00,13673.62,mobile ,45-54
CMP10845,Summer Sale,Google Ads,North,20-03-2024,27-03-2024,143071,2360,399,10047.46,13676.33,Mobile,18-24
CMP01440,Festive Offer,,North,13-06-2024,15-07-2024,199427,7529,173,10900.62,13676.40,Desktop,45-54
CMP26745,Festive Offer,Google Ads,South,24-08-2024,30-09-2024,103335,2808,427,4009.02,13678.30,Mobile,25-34
CMP23952,Diwali Blast,Youtube,West,30-11-2024,01-07-2025,294241,18521,1721,3822.96,13678.41,Unknown,25-34
CMP27726,Summer Sale,Linkedin,South,10-09-2024,28-09-2024,296135,19068,3395,6603.00,13678.50,Tablet,18-24
CMP12989,Back To School,Google Ads,West,13-04-2024,18-04-2024,207169,11017,1603,6123.10,13684.42,Unknown,55+
CMP19392,New Year,Linkedin,North,16-05-2024,23-05-2024,184424,7394,1122,10461.73,13686.36,Mobile,45-54
CMP14673,Black Friday,Facebook,North,10-08-2024,30-10-2024,191960,2974,191,4951.13,13687.88,Mobile,18-24
CMP24196,New Year,Email,West,21-12-2024,21-01-2025,73891,5718,257,3849.99,13691.56,Tablet,25-34
CMP07896,Black Friday,Instagram,West,24-03-2024,30-04-2024,193462,2320,387,3198.28,13691.69,Desktop,35-44
CMP03255,New Year,Instagram,North,18-10-2024,20-11-2024,93631,3392,252,14326.82,13692.46,mobile ,55+
CMP08798,Summer Sale,Youtube,West,12-12-2024,25-12-2024,140366,9346,519,9338.29,13693.84,mobile ,55+
CMP02308,Black Friday,Email,North,13-05-2024,19-06-2024,219532,8937,694,5139.38,13695.52,Desktop,55+
CMP02379,Summer Sale,Instagram,North,03-08-2024,26-03-2024,197243,15086,1161,5150.46,13696.35,Mobile,45-54
CMP00721,Black Friday,Google Ads,North,02-09-2024,10-10-2024,90329,5090,373,6985.35,13701.29,mobile ,35-44
CMP28442,Back To School,Google Ads,North,14-02-2024,25-03-2024,112711,2729,414,6153.29,13708.77,mobile ,45-54
CMP23011,Black Friday,Email,West,25-08-2024,30-08-2024,135477,3248,221,17006.85,13711.27,Unknown,45-54
CMP20504,Summer Sale,Google Ads,North,23-08-2024,30-08-2024,195828,14795,1424,10918.97,13715.36,Tablet,25-34
CMP16367,Back To School,Facebook,East,22-06-2024,07-11-2024,109577,7442,1295,6107.74,13715.44,Desktop,55+
CMP19737,Summer Sale,Google Ads,West,04-11-2024,21-04-2024,287091,6667,645,14323.64,13718.37,Tablet,18-24
CMP16251,Festive Offer,Youtube,East,02-05-2024,15-02-2024,195314,12058,1554,5106.64,13719.12,mobile ,18-24
CMP10768,New Year,Google Ads,West,17-11-2024,18-12-2024,38162,2995,320,2788.60,13720.44,Unknown,25-34
CMP04372,New Year,Facebook,North,17-02-2024,15-03-2024,286570,22485,1405,4654.56,13721.20,mobile ,45-54
CMP19069,Summer Sale,Linkedin,North,19-12-2024,10-01-2025,5464,386,26,7430.28,13724.59,Unknown,18-24
CMP17483,Festive Offer,Face Book,North,16-12-2024,11-01-2025,35744,485,76,13900.46,13725.06,mobile ,35-44
CMP09221,Summer Sale,Facebook,East,26-08-2024,02-10-2024,222083,9879,1416,12424.97,13731.21,Mobile,25-34
CMP24857,New Year,Google Ads,West,29-01-2024,11-02-2024,37403,2990,93,10793.39,13731.28,Unknown,55+
CMP12326,New Year,Google Ads,North,02-11-2024,11-09-2024,115339,4635,514,7570.23,13732.68,Mobile,35-44
CMP08005,Festive Offer,Youtube,West,19-06-2024,10-07-2024,185104,8164,1065,11780.56,13735.33,Unknown,18-24
CMP21120,Diwali Blast,Facebook,West,03-04-2024,04-08-2024,228976,7554,473,3926.93,13738.24,Tablet,45-54
CMP06753,Festive Offer,Instagram,North,19-08-2024,29-08-2024,59937,4227,713,9103.62,13741.82,Tablet,35-44
CMP17836,Back To School,Youtube,South,05-04-2024,15-05-2024,179098,2373,440,11878.23,13742.11,Tablet,18-24
CMP03459,Diwali Blast,Google Ads,North,19-01-2024,02-01-2024,265755,7720,1174,2796.04,13743.38,mobile ,18-24
CMP17965,New Year,Email,East,21-04-2024,27-05-2024,274574,3926,145,6620.05,13745.13,Unknown,55+
CMP03974,New Year,Facebook,Unknown,24-07-2024,11-08-2024,166812,12271,1125,6203.85,13748.96,Desktop,18-24
CMP13033,Back To School,Email,North,26-10-2024,11-03-2024,275496,15676,2336,4446.57,13749.58,Tablet,45-54
CMP18485,Festive Offer,Facebook,West,07-11-2024,01-08-2024,81967,4462,780,3148.25,13758.51,Unknown,25-34
CMP01183,New Year,Email,West,02-01-2024,03-10-2024,116114,8942,432,12229.50,13759.12,mobile ,45-54
CMP01987,Diwali Blast,Face Book,North,11-08-2024,09-12-2024,56614,1012,189,7272.37,13759.61,Tablet,55+
CMP08307,Festive Offer,Facebook,East,18-04-2024,05-02-2024,272339,17968,520,4012.05,13760.32,Tablet,18-24
